,Tweets
2575,"Expecting a Casé Fred midfield to test and rest Eriksen for big Arsenal showdown
Maybe Ronaldo can have a start if things go well https://t.co/cPmXCD6TdJ"
2576,"🤦‍♂️

Ronaldo, il tecnico dello Sporting non lo vuole: pronto alle dimissioni https://t.co/FYk2MwZk6k"
2577,"@Vessoni Ronaldo,Dida,Julio Cesar e Cássio...os melhores goleiros que eu ja vi jogar.Cada um marcou uma época,mas todos são inesquecíveis ♥️"
2578,"@kuwaitjnr_ @wizkidayo @TeamMessi E come be like say Wizzy and Messi goes together 
 
While

OBO and Ronaldo……"
2579,@divyans_goat @ManUnitedZone_ I read that Son has a 89 rating. Ronaldo should be happy with a 90 rating tbh
2580,"Draluc dies all the time, but how would Ronaldo react if he'd STAY dead?

https://t.co/2AsXpQNG1i https://t.co/JzVVtpveRO"
2581,Gol. Legia Warszawa 0 Wisła Kraków 5 Ronaldo
2582,"""Aboliamo i jet privati! Facciamogliela vedere a quei porci straricchi!""

Applausi della folla festante, poi si leva una voce: ""Ma anche Ronaldo c'ha il jet privato"".

Folla ammutolita. https://t.co/SF43bO7mTQ"
2583,@FOXDeportes Da lástima de verdad ver como anda sufriendo el hombre de los retos @Cristiano
2584,"Mi opinión de los delanteros que están sonando 🗣

🇪🇸 RDT: La bomba del mercado
🇳🇬 Sadiq: Por lo que he visto en un mismo partido empieza siendo En-Nesyri y luego se convierte a los 10min en Ronaldo Nazario
🇦🇷 Boye: Apuesta muy delicada
🇩🇰 Dolberg: No me gusta"
2585,@ManUtd Start Ronaldo
2586,"@EduardoPompeu8 @Ronaldo_uber @hoje_no caralho ein, tá fazendo pseudô conservador apoiar um ditador socialista, ninguém liga pra Rússia, fodam-se"
2587,@BDpMOHUjfU0guzV @ime_mon @toby_cr7__ @DeadlineDayLive If it’s on the regular you must follow them and jot down every Messi post like Ronaldo does. Warra obsession
2588,"@vt_mickey @ZwebackHD its ironic with ronaldo stats, he got 86"
2589,@ronaldo_mb_dhf I Expected This Twit From  U Ra Puking Kani Repu Asalayina Show Start
2590,@ManUtd Start Ronaldo
2591,"À part Bale,Ronaldo,Ney et Mbappé ils ont tous flop mdr https://t.co/15ppzZIIn3"
2592,No querían a CRISTIANO RONALDO. Mejor a Reguilón. JAJAJAJAJAJAJA https://t.co/OjjYmlhZNH
2593,@ManUtd Where is ronaldo?
2594,"@youazz7 ""Most popular k-pop idol on social media"". I'm sorry but isn't it supposed to be about music and talent. If it was about social media influence and Instagram followers PewDiePie and Ronaldo could be more eligibile 💀"
2595,@jeonsobvious Ronaldo must be winner
2596,Chealsea taking Ronaldo at the last minute???
2597,"O @Cruzeiro @socio5estrelas @Ronaldo  cancela ingresso extra pra esse jogo.
Estavam indo tão bem e agora no final vão chutar o balde? Da tempo ainda."
2598,@arielipillo @KapitulaTamara @Cristiano Me acaban de dar o decir que cristiano está ido pongan chiringuito inside al parecer lo dijeron
2599,"Îbrahimovic
Lionel Messi
Kevin de bruyne
Cristiano Ronaldo 
Alexis Sanchez
Neymar https://t.co/mHN6KZq88H"
2600,@EuropaLeague POST RONALDO OR I UNFOLLOW
2601,"In the future, we will be talking about Antony in the same light as the likes of Cantona and Ronaldo. Will he ever reach the heights of those two? Nobody knows. But one I'm very confident about is he he will go on to become a club legend.
#GlazersOut 
#MUFC"
2602,@realsavanti Oshiman + Ronaldo ?
2603,FIFA 23 ratings leak reveals Ronaldo downgrade and fans are not happy – biz.blogdady https://t.co/VqpljDf1O4
2604,"HOJE TEM SPORT! 🦁⚫️🔴

⚽Sport x Novorizontino
🏆Brasileirão Série B - 27ª rodada
🕣20:30
🏟️Ilha do Retiro
👨‍⚖️Rafael Rodrigo Klein (RS)
📺@canalpremiere

Provável Sport: Saulo; Eduardo, Fábio Alemão, Sabino e Sander; Ronaldo, Fabinho, Giovanni e Juba; Vagner Love e Kayke."
2605,"🚨En el entrenamiento de hoy en Carrington @Cristiano Ronaldo 👑🐐

#CR7𓃵 #CristianoRonaldo #Ronaldo #VIVARONALDO #MUFC #CristianoRonaldo𓃵  #CR7EFFECT #GOAT𓃵 https://t.co/UXS6pO7sYd"
2606,@Bentolp77 @Mohammed4812182 @Messitheten @JRBulman @LSPNFC_ lets take away Ronaldo’s two offside goals. Madrid still win. What would you be saying if Vidal scored the wrongly-given pk? What if Lewa got called for offside interference in that one goal? Pipe down. This is embarrassing.
2607,@victorosimhen9 I think it's disgusting for you to allow them use you as swap just to have Ronaldo.
2608,Ronaldo 90???😂😂😂 https://t.co/PseW9buZxS
2609,@ManUtd Casemiro and Ronaldo to start!!+
2610,VIVA @Cristiano 💓 https://t.co/pr8tP24CBk
2611,@200iqpleyz @OfficialFPL Sell Ronaldo for haaland
2612,@IkumapayiJ @Philjason3 @LFury97 @FrankKhalidUK The fact that you mentioned Danny Ings on a Ronaldo argument points out you know nothing about football😭😭 dont embarrass yourself like that ever again😂😭
2613,"@Kwasiabinti_ @kobinaMens2 If we rank them then Messi comes first then Ronaldinho, Ronaldo and Neymar is debatable"
2614,"@femstussy He’s a winger primarily, I need influence on the game outside of scoring. He’s still not great enough to be a major focus for a team to service. we might as well sign Ronaldo. I need a player that can influence the game playmaking + scoring wise. Makes your team better that way"
2615,Se ele é filho de ronaldo vei https://t.co/breTsWN9F8
2616,"@DexertoFGB Par contre vous parlez de Messi et Ronaldo, mais regardé les stats de Benzema, c'est quoi ce massacre 🤡"
2617,"Cristiano Ronaldo 🔜 Napoli

Yakıştı mı? 🤩 https://t.co/2aGdIddqcv"
2618,Why is Ronaldo still here?? https://t.co/jbbTusF4SC
2619,"#Haaland is making the game unfair. If he continues like he has played his whole career, he will have to play on one leg or blindfolded for 20 mins or somin. Hate admitting players on other teams are that good. Only ronaldo,messi &amp; winston Bogarde have been that unplayable imo!"
2620,@Nnamdichikee Ronaldo could be where? https://t.co/h7TniX93YO
2621,@ronaldo_mb_dhfm @Rebelismm @Prabhas_Anwar1 Iragadeestunav ga bro 🤣
2622,"He creado una solicitud de intercambio para mi álbum de cromos de Panini: Tienes: Cromos 'Neymar Jr', 'Cristiano Ronaldo', 'Argentina Logo' Quieres: Cromos 'Lionel Messi' #PaniniStickerAlbum

https://t.co/uIpfGQy4CI"
2623,@sinnerberry4 @2UCLtitles @remontada00 @Juddywizard @SaadK_RMA @UTDTrey Yes but players like ronaldo and messi clearly had an huge impact on turning barcelona and madrid in this huge brands . But real madrid and barcelona are considered big clubs purely on what they achieved as football clubs . Tottenham is still considered a small club👍
2624,@Cr7stianismo_ @Cristiano Esta fue la mayor padreada algo que Ronaldo jamás podrá hacer https://t.co/cAA9ZqT1tY
2625,@ronaldo_mb_dhf @arunkalyan5 @CitatBot
2626,@Peak_Cule @UTD_RonaldoGOAT @LucasLC420 @DaijonGordon @Castro1021 I remember Ronaldo was considered the fastest player alive back in the 00s early 10s
2627,E eu que mandei msg errado pro cliente achando que era pro Ronaldo kkkkkk
2628,Hey kids this Cristiano Ronaldo before 2016 I know crazy huh!!! https://t.co/UwBlT5WwBf
2629,Toxic Ronaldo stealing a kids shirt 😭 https://t.co/Kjt2C6PTTx
2630,"NEW VIDEO
MANCHESTER UNITED FIFA 23 RATINGS REVEALED !!! LEAKED https://t.co/H9HCy0l6FU via @YouTube 

#mufc #manutd #ronaldo #fifa23 #playerratings #cr7 #manchesterunited"
2631,@luansonzer Ronaldo SEGUE ME ENGANANDO
2632,"1996-1997, Paris attendra la finale de la coupe des coupes perdu face au Barça de Ronaldo.

Ce fut la dernière fois que le PSG atteindra le cap des demies finales de coupe d’Europe.

Le PSG est le seul club français à avoir disputé 5 dernier carré consécutif. 

ADN Europe 🇪🇺 https://t.co/8wigogdk4q"
2633,@ManUtd antony pic with ronaldo please
2634,@ronaldo_mb_dhf Yelunduuuu nuvvuuu mabbuuu anchuloooo dengeseyyy rojuu rabothundheeraa viking pukaa😎💥
2635,ronaldo https://t.co/N6Wvpq7Uts
2636,@Ck_Cris7 @PedriandMaxey @JBwba_ @Castro1021 Speak last season then now that Ronaldo is having a shitter
2637,"@ManUtd I can see ronaldo in training but all these blog always posting about him being a pain in the ass

#Stoptherumor"
2638,@otempo querem vender para o Ronaldo transformar em Arena Cruzeiro? hahahahahahahahha
2639,Cristiano Ronaldo es la prueba viviente de que una mentira repetida muchas veces se convierte en una “verdad” ( para los retrasados sin análisis )
2640,Ronaldo y messi https://t.co/ySPXQ5dmgS
2641,@UtdPlug If ronaldo going striker is a must
2642,@ManUtd Judging from the first picture you're confirming Ronaldo is staying? Any more deals to be done? Can the Galzers sit down with Sir Jim Radcliffe?
2643,@ricky19573 You don’t think Ronaldo works hard?
2644,"@FrankKhalidUK 1. MARADONA 
2. MESSI
3. RONALDO (BRAZIL)
4. RONALDO (PORTUGAL)
5. PELE"
2645,@ManUtd Let casemero and Ronaldo start
2646,@FrankKhalidUK Ronaldo is the Greatest
2647,@nocontextfooty replace ronaldo with rashford and all set
2648,@maniaeus @Tahamurcielago Ana 3ajbani b9a lihom ha ysefto Lina Ronaldo ou ghankon happy 😘
2649,"@_PakkaTollywood  Mass Batting starts from sep 3.

@UrsHNE @ronaldo_mb_dhf @PanduGadu2_0 @/TWTM_

Stay strong 🤧"
2650,@StretfordPaddck @lauriewhitwell Is Ronaldo leaving?  Key aspect of the window!  Would really love de Jong too!  I can live with McNeil if CR7 leaves and Martial is hurt every week!
2651,@ManUtd Start Ronaldo against leceister!!!!!!
2652,📸 Cristiano Ronaldo sorridente no treino de hoje https://t.co/VfZbgq0huz
2653,@ManUtd Start Ronaldo
2654,"We The Biggest 

The Ronaldo scandal that ended while he was still at Madrid was started as soon he came back https://t.co/iu9Hlyeo2D"
2655,"@CFC_Janty @goal @antony00 He does score goals, but .ore importantly, he's a team player who creates multiple chances for his team mates every game. Ronaldo will love this guy. Antony will gave double figures in assists this season. He's THAT good"
2656,@UtdPlug Ronaldo
2657,"@mygbebe ""of followers and engagements. V is not only the highest amount among BTS members &amp; K-pop idols but also the highest among celebrities in the world. 
V's post is worth more than global stars such as Cristiano Ronaldo, Kylie Jenner, Selena Gomez, Kendall Jenner, Zendaya and Messi+"
2658,@DaijonGordon @Castro1021 Messi current goals: 768     Ronaldo goals at Messi’s current age : 755
2659,FIFA is the most biased game ever now why is Messi +1 rating higher than Ronaldo when Ronaldo had a better season than him and they are the same fucking pace this is literally bullshit man
2660,Ronaldo s’est toujours fais pisser dessus que ça soit irl ou sur un jeu ça me foudroie le crâne https://t.co/vTG2VS5Q0m
2661,"@TahmidA15746463 @ThatsCityx @CFC_Janty @goal @antony00 Ronaldo was young, Rooney was young, Messi was young, neymar was young, who else should I mention?"
2662,@piersmorgan Ronaldo is wasted at Man Utd......id love to see him on Merseyside with Salah.......cant see that happening tho.
2663,@ManUtd Ronaldo https://t.co/IRBKIp8uee to see it
2664,Ronaldo doesn't look like someone that is leaving 😭😭 https://t.co/1kfCvx1Qsi
2665,@ManUtd Don’t care start Ronaldo
2666,@goal @JPickford1 Yeah cause he’s the greatest of all time @Cristiano 🤍🤍🤍
2667,"@RMadridEngineer Messi is still better than Ronaldo and Suarez is better than Benzema, stick to ACL teams 👍👍👍"
2668,@ManUtd Make Ronaldo in Line up against Leicester City or I unfollow
2669,Cristiano Ronaldo no treino hoje. 📸 https://t.co/hOfCdYJh7b
2670,"El mayor despilfarro que yo recuerde y fue el primer fichaje made in Ronaldo.
Me gustaría saber todo el coste que nos ha tocado pagar a este chaval... https://t.co/droWVtxAql"
2671,Per come la vedo io ogni minuto che passa Ronaldo si avvicina al Napoli👀
2672,@AlladinB70 @TazawaYudi @BrunoRicardoCap @CR7Brasil ralf queria substituir o Ronaldo pelo sesko ? KKKK sesko veio a ser alvo tempos depois do Rangnick ter saído daqui. Já foi dito que arnautovic não era substituto do Cristiano Ronaldo e sim seria um reserva para o elenco. Não manipule informações para encaixar o seu discurso.
2673,"@tutto_logo @pietro00112 Domanda, quante volte ti sei detto: se la Juve avesse Ronaldo potremmo vincere la maledetta? Col senno di poi tutto è maledettamente giusto o sbagliato. Ma solo col senno di poi."
2674,@TenHagBalI @ZakKh__ Looks like they’re only going to sign one if ronaldo leaves although we really do need one anyway
2675,Aunque parezca dificil @Cristiano con más de 400 millones de seguidores quizás es tan poderoso como Coca Cola 1° Xq hizo gran daño a la marca 2° Ni el Marketing de Coca Cola  pudo posicionar a Messi por encima a su nivel y 3° Va retratar todos los hater contratados x @CocMessi https://t.co/SZQyj8eOA2
2676,@Aarya217731332 @arunkalyan5 @Kaali_102 @ronaldo_mb_dhf 🦊🤣🤣🤣🤣🤣🤣 https://t.co/DlyGPGn7j5
2677,Ronaldo 😍 https://t.co/2WSgweTtgi
2678,@ManUtd Start Ronaldo against leceister
2679,Ronaldo looking happy! And Bruno the captain with the boss! #ManchesterUnited https://t.co/jcIse0zsV5
2680,@ManUtdInPidgin Ronaldo
2681,"@psgcommunity_ @FabrizioRomano Il manque 2 joueurs a Paris 
SKRINIAR &amp; C.RONALDO
@PSG_inside"
2682,#30Ago | Cristiano Ronaldo busca una salida del United desesperadamente ⚽ https://t.co/9Mgpf84Fya
2683,"Cristiano Ronaldo... ¿Al Napoli? 🤯

El agente de CR7, Jorge Mendes, estaría negociando con el club italiano para que su representado juegue la Champions League pero deberá cumplir con las exigencias del presidente Aurelio De Laurentiis. https://t.co/9PuJJrt4MG"
2684,Toxic Ronaldo smiling in training how dare he https://t.co/LWWCT4dxb2
2685,@ManUtd that smile on ronaldo face 🥺❤️
2686,@senorbalde @BCMzema Ronaldo isn’t active? 💀
2687,@ManUtd Start Ronaldo
2688,@Pauli_tweet No sigas a Cristiano Ronaldo 🙏
2689,"#HayQueHablarDe A Félix le salió Cristiano Ronaldo y Benzema, qué Man tan de buenas!!!
#MeGustanLasMonasW"
2690,@Aarya217731332 @arunkalyan5 @Kaali_102 @ronaldo_mb_dhf 🦊🦊🦊🤣🤣🤣🤣🤣 https://t.co/wtdFoAtb1X
2691,Liked on YouTube: NAPOLI LECCE PROBABILE FORMAZIONE- RONALDO E NAVAS IN CAMPO ... CON UNITED E PSG PERÒ https://t.co/VV8s9JFdH1
2692,@Qatarbet68 I think he is Ronaldo 🤣🤣🤣
2693,@digass00 Principalmente do Ronaldo no psg
2694,@FabrizioRomano What about Ronaldo??
2695,@ChampionsLeague Ronaldo😂😂😂😂
2696,@JorgeGhostyutu @Cristiano Sigue calentando banco mientras se ofrece a toda europa como puta barata el acabado Penaldo?
2697,Diretoria do Lakers relembra negociação incomum para contratar Cristiano Ronaldo: 'Oferecemos duas pedras de crack para o Trikas e eles aceitaram na hora!'
2698,@LFCredNation @CFCOsian_ @Nathan_Gissing Giroud better than Ronaldo because Ronaldo doesn't have a World cup😂?
2699,@rmfcale @goal @JPickford1 I'm a true Ronaldo fan and i admit my idol is the reason behind all these humiliations. They're playing so well with my idolo on the bench. Well done ETH https://t.co/l4j8jUHTnH
2700,"@thalapallyravi @archibaldennin1 @CristianoXtra_ Ronaldo is not important to me, but he is still one of the best to put the ball in the net. The thing is that the game is so much more — and he is absolutly not what Manu needs at this time."
2701,@GabrielM3deiros Ronaldo não tem dinheiro pra comprar nem o terno do Menin
2702,@FrankKhalidUK @paulpogba @Cristiano https://t.co/Qs5n9IrdoQ
2703,"What's going on in the transfer windows? Guys, anything is possible Abeg ! Even Ronaldo could be in barca tomorrow. Best believe 😬😁"
2704,"@elysiumPeritus @gasipo_opinions Muller has way more moments than C. Ronaldo. Goals in WC final, Euros final, European Cup finals, held the WC goalscoring record for nearly 40 years. Ron has not scored in the WC KOs (not sure why you don't think that's relevant) and has never scored in any international final."
2705,"#HayQueHablarDe  #MeGustanLasMonasW Ronaldo está saliendo repetido, yo tengo dos"
2706,@AliSamiYen_tr Ronaldo
2707,@goal @JPickford1 Who is @Cristiano ?
2708,@ronaldo_mb_dhfm @Prabhas_Anwar1 @urstrulyMahesh 😂😂
2709,@k3qz5y @frenzi8x Ur the Ronaldo of fortnite ur so finished just give up
2710,"Cobolli Gigli: ""La Juve deve ancora guarire dai problemi di Ronaldo: il Napoli non lo prenda"" https://t.co/sWuLNeivGK"
2711,@JayLUHG @ManUtd Ronaldo first
2712,@TenHagMind Eric we man united fans trust you ...casemiro should be in the starting lineup with cristiano ronaldo
2713,@ManUtd Ronaldo is bigger than United
2714,"Cristiano Ronaldo y Keylor Navas podrían juntarse en Napoli en este mercado de fichajes.

https://t.co/nSaDP4s7B3 https://t.co/rVodBcAWEI"
2715,Eriksen dayanıklılığını 75dk lara çıkartabilirse 8 numaradaki muhteşem oyunundan daha fazla faydalanır United muhteşem olur. Ronaldo’nun gitmesine kesin gözüyle bakıyorum ama kalırsa ligde mucizeler yaratılabilinir 😍
2716,imagine if Cristiano Ronaldo was always naked
2717,"@ManUtd Ronaldo is not leaving, he's smiling"
2718,"According to ESPN, the Manchester United dressing room celebrated the fact Cristiano Ronaldo wanted to leave. Other players are sick of him. https://t.co/GDS4GOU5Wr"
